nct_id,brief_title,search_condition,conditions,sponsor,sponsor_class,enrollment_count,num_arms,total_sites,num_countries,start_date,completion_date,has_participant_flow,total_started,total_completed,total_discontinued,dropout_rate,discontinuation_reasons,top_dropout_reason,top_dropout_reason_count,num_periods
NCT04518306,Efficacy and Safety of GMRx2 Compared to Placebo for the Treatment of Hypertension,cardiovascular disease,Hypertension,George Medicines PTY Limited,INDUSTRY,755,3,47,5,2021-06-14,2023-10-18,True,755,232,63,69.3,Participant moved to open-label extension (OLE) study (50); Lost to Follow-up (5); Adverse Event (4); Other (2); Run in failure (1); Missing (1),Participant moved to open-label extension (OLE) study,50.0,2
NCT00121667,Study Assessing Saxagliptin Treatment In Type 2 Diabetic Subjects Who Are Not Controlled With Metformin Alone,diabetes type 2,"Diabetes Mellitus, Type 2",AstraZeneca,INDUSTRY,1462,4,152,9,2005-08,2010-02,True,743,229,714,69.2,Lack of Efficacy (330); Subject Withdrew Consent (164); Adverse Event (72); Lost to Follow-up (65); Subject No Longer Meets Study Criteria (27); Poor / Non-compliance (24); Other Reason (24); Death (4); Pregnancy (4),Lack of Efficacy,330.0,2
NCT00087516,Monotherapy Study in Patients With Type 2 Diabetes Mellitus (0431-021),diabetes type 2,"Diabetes Mellitus, Type 2",Merck Sharp & Dohme LLC,INDUSTRY,741,4,0,0,2004-06,2007-02,True,741,229,512,69.1,Lack of Efficacy (230); Protocol specified discontinuation (127); Withdrawal by Subject (66); Adverse Event (29); Lost to Follow-up (24); Protocol Violation (21); Patient moved (6); Patient was non-compliant (4); Site terminated (3); Recommendation of Primary Care Physician (1); Other (1),Lack of Efficacy,230.0,1
NCT04415658,Intravenous Thyroxine for Heart-Eligible Organ Donors,cardiovascular disease,Brain Death; Heart Failure,Washington University School of Medicine,OTHER,838,2,14,1,2020-12-01,2022-12-06,True,838,259,0,69.1,,,,2
NCT03725202,A Study to Evaluate the Safety and Efficacy of Upadacitinib in Participants With Giant Cell Arteritis,cardiovascular disease,Giant Cell Arteritis (GCA),AbbVie,INDUSTRY,438,8,172,24,2019-02-06,2025-02-24,True,429,136,168,68.3,"Ongoing in Period 2 (67); Adverse Event (51); Withdrew consent (25); Other, not specified (19); Failure to meet continuation criteria (3); COVID-19 logistical restrictions (1); Did not receive randomized study drug (1); Lost to Follow-up (1)",Ongoing in Period 2,67.0,2
NCT04429503,Study of a High-Dose Aflibercept in Participants With Diabetic Eye Disease,diabetes type 2,Diabetic Macular Edema; Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,Regeneron Pharmaceuticals,INDUSTRY,660,3,138,8,2020-06-29,2024-06-18,True,660,210,181,68.2,Withdrawal by Subject (54); Lost to Follow-up (46); Death (43); Adverse Event (15); Decision by the investigator/sponsor (14); Decision by the Investigator/Sponsor (5); Non-compliance with protocol by the subject (3); Protocol Violation (1),Withdrawal by Subject,54.0,2
NCT03158688,"Study of Carfilzomib, Daratumumab and Dexamethasone for Patients With Relapsed and/or Refractory Multiple Myeloma.",cardiovascular disease,Relapsed Multiple Myeloma; Refractory Multiple Myeloma,Amgen,INDUSTRY,466,2,113,19,2017-06-13,2022-04-15,True,466,151,315,67.6,Death (216); Decision by sponsor (50); Withdrawal by Subject (42); Lost to Follow-up (7),Death,216.0,1
NCT02073682,Cancer Venous Thromboembolism (VTE),cardiovascular disease,Venous Thromboembolism (VTE); Deep Vein Thrombosis (DVT); Pulmonary Embolism (PE); Cancer,Daiichi Sankyo,INDUSTRY,1046,2,9,6,2015-07-16,2017-09-15,True,1046,354,692,66.2,"Death (186); Adverse Event (141); PD: Inconvenience of Dosing (99); Cancer Progression (86); ID: Benefit/Risk Judgment (78); Cancer Cured (25); No reason provided (20); ID: Palliative Treatment Only (17); Withdrawal by Subject (14); Start of New Chemotherapy Regimen (9); Surgery/Medical Procedure (4); Low Creatinine Clearance (3); ID: Patient Noncompliance (3); Platelet Count <50,000/mL (3); Lost to Follow-up (2); Prohibited Concomitant Medication Use (1); Protocol Violation (1)",Death,186.0,1
NCT00902538,Hydrochlorothiazide as add-on to Olmesartan/Amlodipine in Hypertension,cardiovascular disease,Essential Hypertension,Daiichi Sankyo,INDUSTRY,2204,6,117,14,2009-04,2010-10,True,2204,749,168,66.0,Adverse Event (68); Withdrawal by Subject (42); Protocol Violation (34); Other Reason (13); Lost to Follow-up (8); Other (3),Adverse Event,68.0,4
NCT01764386,Method-of-Use Study Assessing the Effect of Naltrexone Sustained Release (SR)/ Bupropion SR on Body Weight and Cardiovascular Risk Factors in Overweight and Obese Subjects,cardiovascular disease,Obesity; Overweight,"Orexigen Therapeutics, Inc",INDUSTRY,242,2,15,1,2013-02,2014-09,True,242,83,158,65.7,"Adverse Event (50); Wk 16 Efficacy and BP Criteria (32); Lost to Follow-up (32); Wk 42 Efficacy and BP Criteria (26); Withdrawal of Consent,Protocol Deviation (18)",Adverse Event,50.0,2
NCT00395135,BLOOM: Behavioral Modification and Lorcaserin for Overweight and Obesity Management,cardiovascular disease,Obesity,Eisai Inc.,INDUSTRY,3182,2,1,1,2006-11,2009-02,True,3182,1128,0,64.6,,,,2
NCT00523744,"Efficacy and Safety of Valsartan and Amlodipine (± HCTZ) in Adults With Moderate, Inadequately Controlled Hypertension",cardiovascular disease,Hypertension,Novartis,INDUSTRY,257,1,2,2,2007-07,2007-12,True,257,91,9,64.6,Adverse Event (4); Lost to Follow-up (3); Withdrawal by Subject (1); Administrative problems (1),Adverse Event,4.0,3
NCT00568178,"An Extension Study Designed to Assess Effects of Losartan on Proteinuria in Pediatric Populations (MK-0954-326 AM1,EXT1(AM2))",hypertension,Proteinuria,Organon and Co,INDUSTRY,306,4,0,0,2007-06-01,2011-03-01,True,306,109,177,64.4,Termination of Trial (92); Adverse Event (24); Physician Decision (20); Lost to Follow-up (19); Withdrawal by Subject (10); Protocol Violation (6); Progressive Disease (5); Pregnancy (1),Termination of Trial,92.0,2
NCT00106704,Sulfonylurea Add-on Study in Patients With Type 2 Diabetes Mellitus (0431-035),diabetes type 2,"Diabetes Mellitus, Type 2",Merck Sharp & Dohme LLC,INDUSTRY,441,2,0,0,2005-03,2007-01,True,441,159,282,63.9,Lack of Efficacy (136); Patient Received Glycemic Medication (63); Withdrawal by Subject (35); Adverse Event (17); Protocol Violation (11); Lost to Follow-up (10); Death (3); Laboratory test (2); Pregnancy (1); Patient moved (1); Site terminated (1); Planned major surgery (1); Unable to re-enter US (1),Lack of Efficacy,136.0,1
NCT00575588,"52-week add-on to Metformin Comparison of Saxagliptin and Sulphonylurea, With a 52-week Extension Period",diabetes type 2,Type 2 Diabetes,AstraZeneca,INDUSTRY,891,2,94,11,2007-12,2010-08,True,858,312,546,63.6,Study specific discontinuation criteria (421); Withdrawal by Subject (58); Adverse Event (24); Incorrect enrollment (12); Severe non-compliance to protocol (12); Death (6); Lost to Follow-up (4); Patient moved (4); Safety reasons (3); Elevated triglyceride (1); Impossible to determine HbA1c (1),Study specific discontinuation criteria,421.0,1
NCT01475825,A Study of the Safety and Efficacy of Two Different Regimens of Mipomersen in Patients With Familial Hypercholesterolemia and Inadequately Controlled Low-Density Lipoprotein Cholesterol,dyslipidemia,Hypercholesterolemia; Heterozygous Familial,"Kastle Therapeutics, LLC",INDUSTRY,309,4,113,30,2011-12,2015-12-29,True,309,116,193,62.5,Adverse Event (94); Did not enter OLC (52); Withdrawal by Subject (29); Non-compliance with Study Drug (7); Lost to Follow-up (4); Death (2); Other: Not available (2); Lack of Efficacy (1); Protocol Violation (1); Physician Decision (1),Adverse Event,94.0,1
NCT02787551,"Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination (FRC) Versus GLP-1 Receptor Agonist in Patients With Type 2 Diabetes, With a FRC Extension Period",diabetes type 2,Type 2 Diabetes Mellitus,Sanofi,INDUSTRY,514,2,124,9,2016-07-06,2018-11-17,True,514,197,47,61.7,Withdrawal by Subject (18); Adverse Event (11); Other than specified (9); Poor compliance to protocol (5); Randomized but not treated (3); Lack of Efficacy (1),Withdrawal by Subject,18.0,2
NCT00075829,Stem Cell Transplantation in Individuals With Multiple Myeloma (BMT CTN 0102),cardiovascular disease,Multiple Myeloma,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,710,3,36,1,2003-12,2013-03,True,710,276,0,61.1,,,,1
NCT00232180,A Comparison Of Outcomes In Patients In New York Heart Association (NYHA) Class II Heart Failure When Treated With Eplerenone Or Placebo In Addition To Standard Heart Failure Medicines,cardiovascular disease,Heart Failure,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,2743,1,307,29,2006-03,2012-01,True,2743,1098,1294,60.0,Death (456); Withdrawal by Subject (316); Adverse Event (208); Other (161); Lost to Follow-up (67); Protocol Violation (52); Laboratory abnormality (23); Randomized but not treated (8); Study terminated by sponsor (3),Death,456.0,2
NCT00662831,Study Of The Effect Of Fragmin In The Treatment Of Neuroischaemic Foot Ulcers In Diabetic Patients,cardiovascular disease,Diabetic Foot Ulcer,Pfizer,INDUSTRY,276,2,63,17,2008-04,2010-10,True,276,111,165,59.8,Other (93); Adverse Event (39); Lack of Efficacy (12); Protocol Violation (12); Death (5); Withdrawal by Subject (3); Lost to Follow-up (1),Other,93.0,1
NCT00308139,Effects of Exenatide Long-Acting Release on Glucose Control and Safety in Subjects With Type 2 Diabetes Mellitus(DURATION - 1),diabetes type 2,Type 2 Diabetes Mellitus,AstraZeneca,INDUSTRY,303,2,25,2,2006-04,2014-08,True,303,122,181,59.7,Withdrawal of Consent (82); Adverse Event (34); Lost to Follow-up (21); Investigator Decision (21); Loss of Glucose Control (12); Protocol Violation (5); Administrative (5); Other (1),Withdrawal of Consent,82.0,1
NCT00496769,A Phase III Study of Apixaban in Patients With Atrial Fibrillation,cardiovascular disease,Atrial Fibrillation,Bristol-Myers Squibb,INDUSTRY,6421,2,503,36,2007-08-31,2017-05-25,True,5598,2264,2218,59.6,>=1 reason assigned per patient (2218),>=1 reason assigned per patient,2218.0,2
NCT00142584,Evaluation of the Long-term Safety and Tolerability of Metoprolol Versus Nebivolol in Patients With Hypertension,cardiovascular disease,Hypertension,Mylan Bertek Pharmaceuticals,INDUSTRY,336,2,1,1,2005-08,2008-03,True,336,136,200,59.5,"Sponsor Termination of Study, etc. (88); Withdrawal by Subject (46); Lost to Follow-up (34); Adverse Event (19); Protocol Violation (11); Treatment Failure (2)","Sponsor Termination of Study, etc.",88.0,1
NCT00159861,The Efficacy and Safety of Sildenafil Citrate Used in Combination With Intravenous Epoprostenol in PAH,cardiovascular disease,Pulmonary Hypertension,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,267,0,52,11,2003-07,2006-01,True,267,109,170,59.2,Death (55); Adverse Event (46); Reason Unspecified (39); Withdrawal by Subject (16); Lack of Efficacy (11); Randomized but not Treated (2); Subject Defaulted (1),Death,55.0,2
NCT00358215,RED-HF™ Trial - Reduction of Events With Darbepoetin Alfa in Heart Failure Trial,cardiovascular disease,Heart Failure; Anemia; Cardiovascular Disease; Ventricular Dysfunction; Congestive Heart Failure,Amgen,INDUSTRY,2278,2,754,36,2006-06-01,2012-10-11,True,2278,947,1331,58.4,Death (546); Withdrawal by Subject (213); Adverse Event (148); Participant request (129); Protocol Violation (123); Physician Decision (86); Lost to Follow-up (38); Other (35); Ineligibility determined (7); Did not receive investigational product (5); Pregnancy (1),Death,546.0,1
NCT02505334,A Trial Comparing the Efficacy and Safety of Liraglutide 1.8 mg/Day to Liraglutide 0.9 mg/Day in Japanese Subjects With Type 2 Diabetes Mellitus.,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,635,2,47,1,2015-07-21,2017-11-09,True,466,194,72,58.4,Lack of Efficacy (28); Unclassified (17); Withdrawal by Subject (15); Adverse Event (11); Protocol Violation (1),Lack of Efficacy,28.0,2
NCT00103857,MK0431 (Sitagliptin) and Metformin Co-Administration Factorial Study in Patients With Type 2 Diabetes Mellitus (0431-036),diabetes type 2,Type 2 Diabetes Mellitus,Merck Sharp & Dohme LLC,INDUSTRY,1208,7,0,0,2005-03-17,2008-02-21,True,1208,517,510,57.2,Lack of Efficacy (159); Withdrawal by Subject (116); Adverse Event (66); Lost to Follow-up (58); protocol discontinuation criteria (43); Protocol Violation (28); patient moved (11); non-compliance with study procedures (8); Physician Decision (5); Pregnancy (5); Death (4); patient incarcerated (2); laboratory reporting error (1); site error (1); patient intolerance to rescue therapy (1); patient scheduled for elective surgery (1); reason unspecified (1),Lack of Efficacy,159.0,2
NCT03651765,Long Term Extension Trial of Setmelanotide,obesity,Obesity Associated With Defects in Leptin-melanocortin Pathway,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,205,1,27,8,2018-07-15,2025-01-09,True,205,89,116,56.6,Discontinued by Sponsor (40); Withdrawal by Subject (24); Lack of Efficacy (18); Adverse Event (6); Physician Decision (6); Withdrawal by Parent/Guardian (6); Miscellaneous (6); Lost to Follow-up (5); Non-Compliance with Study Drug (4); Pregnancy (1),Discontinued by Sponsor,40.0,1
NCT00420849,"A Multicentre, Single-arm, Open-label Safety Study of Lenalidomide Plus Dexamethasone in Previously Treated Subjects With Multiple Myeloma",cardiovascular disease,Multiple Myeloma,Celgene Corporation,INDUSTRY,587,1,5,5,2006-11,2009-11,True,587,256,331,56.4,Lack of Efficacy (154); Adverse Event (107); Withdrawal by Subject (28); Death (18); Other (14); Transplant (8); Protocol Violation (1); Lost to Follow-up (1),Lack of Efficacy,154.0,1
NCT01560624,Phase III Clinical Worsening Study of UT-15C in Subjects With PAH Receiving Background Oral Monotherapy,cardiovascular disease,Pulmonary Arterial Hypertension,United Therapeutics,INDUSTRY,690,2,155,23,2012-06-26,2018-06-24,True,690,303,0,56.1,,,,1
NCT01908699,Beraprost-314d Added-on to Tyvaso® (BEAT),hypertension,Pulmonary Arterial Hypertension,Lung Biotechnology PBC,INDUSTRY,273,2,75,2,2013-05-31,2019-02-19,True,273,120,153,56.0,Progressive Disease (59); Withdrawal by Subject (25); Death (21); Adverse Event (20); Physician Decision (16); Lost to Follow-up (6); Lack of Efficacy (4); Pregnancy (1); Randomized in Error (1),Progressive Disease,59.0,1
NCT00086515,Metformin Add-on Study in Patients With Type 2 Diabetes Mellitus (0431-020)(COMPLETED),diabetes type 2,"Diabetes Mellitus, Type II",Merck Sharp & Dohme LLC,INDUSTRY,701,2,0,0,2004-06-30,2007-02-02,True,701,310,391,55.8,Lack of Efficacy (137); Adverse Event (55); Protocol-Specific lab discon criteria (46); Withdrawal by Subject (41); Patient received Phase A rescue therapy (39); Lost to Follow-up (26); Patient Moved (9); Protocol-Spec lab discon criteria (9); Protocol-Specific discontinuation (8); Protocol Violation (6); Patient Died (4); Patient needed prohibited treatment (3); Physician Decision (3); Poor compliance (2); Personal Circumstance (2); Discontinued in error (1),Lack of Efficacy,137.0,3
NCT00094770,An Investigational Drug Study in Patients With Type 2 Diabetes Mellitus (0431-024),diabetes type 2,"Diabetes Mellitus, Type 2",Merck Sharp & Dohme LLC,INDUSTRY,1172,2,0,0,2004-09,2007-05,True,1172,519,1027,55.7,Lack of Efficacy (486); Adverse Event (122); Withdrawal by Subject (119); Protocol Specified Discontinuation (103); Lost to Follow-up (69); Other (59); Protocol Violation (45); Patient Moved (16); Site Terminated (8),Lack of Efficacy,486.0,2
NCT01154036,MK0653C in High Cardiovascular Risk Patients With High Cholesterol (Switch Study)(MK-0653C-162),cardiovascular disease,Hypercholesterolemia,Organon and Co,INDUSTRY,1547,8,0,0,2010-07,2012-10,True,1547,689,116,55.5,Withdrawal by Subject (56); Adverse Event (28); Lost to Follow-up (15); Protocol Violation (15); Physician Decision (2),Withdrawal by Subject,56.0,2
NCT00414609,Safety and Efficacy of Aliskiren in Post Myocardial Infarction Patients (ASPIRE),cardiovascular disease,Myocardial Infarction,Novartis,INDUSTRY,820,2,23,23,2006-12,2011-07,True,820,365,136,55.5,Death (38); Adverse Event (34); Patient withdrew consent (21); Lost to Follow-up (21); Withdrawal by Subject (13); Administrative problems (3); Abnormal test procedure results (2); Unsatisfactory therapeutic effect (2); Abnormal laboratory values (1); Protocol deviation (1),Death,38.0,2
NCT01776424,Rivaroxaban for the Prevention of Major Cardiovascular Events in Coronary or Peripheral Artery Disease,cardiovascular disease,Prevention & Control,Bayer,INDUSTRY,27395,3,565,33,2013-02-28,2021-06-15,True,27395,12745,282,53.5,Missing final visit (188); Lost to Follow-up (40); Withdrawal by Subject (36); Refused (18),Missing final visit,188.0,2
